"outcome","ft_type","seed_val","fpr","sens"
"PE_vs_NP","Baseline",303,0.344,0.318181818181818
"PE_vs_NP","Baseline",303,0.345,0.318181818181818
"PE_vs_NP","Baseline",303,0.346,0.318181818181818
"PE_vs_NP","Baseline",303,0.347,0.318181818181818
"PE_vs_NP","Baseline",303,0.348,0.318181818181818
"PE_vs_NP","Baseline",303,0.349,0.318181818181818
"PE_vs_NP","Baseline",303,0.35,0.318181818181818
"PE_vs_NP","Baseline",303,0.351,0.318181818181818
"PE_vs_NP","Baseline",303,0.352,0.318181818181818
"PE_vs_NP","Baseline",303,0.353,0.318181818181818
"PE_vs_NP","Baseline",303,0.354,0.318181818181818
"PE_vs_NP","Baseline",303,0.355,0.318181818181818
"PE_vs_NP","Baseline",303,0.356,0.318181818181818
"PE_vs_NP","Baseline",303,0.357,0.318181818181818
"PE_vs_NP","Baseline",303,0.358,0.318181818181818
"PE_vs_NP","Baseline",303,0.359,0.318181818181818
"PE_vs_NP","Baseline",303,0.36,0.318181818181818
"PE_vs_NP","Baseline",303,0.361,0.318181818181818
"PE_vs_NP","Baseline",303,0.362,0.318181818181818
"PE_vs_NP","Baseline",303,0.363,0.318181818181818
"PE_vs_NP","Baseline",303,0.364,0.318181818181818
"PE_vs_NP","Baseline",303,0.365,0.318181818181818
"PE_vs_NP","Baseline",303,0.366,0.318181818181818
"PE_vs_NP","Baseline",303,0.367,0.318181818181818
"PE_vs_NP","Baseline",303,0.368,0.318181818181818
"PE_vs_NP","Baseline",303,0.369,0.318181818181818
"PE_vs_NP","Baseline",303,0.37,0.318181818181818
"PE_vs_NP","Baseline",303,0.371,0.318181818181818
"PE_vs_NP","Baseline",303,0.372,0.318181818181818
"PE_vs_NP","Baseline",303,0.373,0.318181818181818
"PE_vs_NP","Baseline",303,0.374,0.318181818181818
"PE_vs_NP","Baseline",303,0.375,0.318181818181818
"PE_vs_NP","Baseline",303,0.376,0.318181818181818
"PE_vs_NP","Baseline",303,0.377,0.318181818181818
"PE_vs_NP","Baseline",303,0.378,0.318181818181818
"PE_vs_NP","Baseline",303,0.379,0.318181818181818
"PE_vs_NP","Baseline",303,0.38,0.318181818181818
"PE_vs_NP","Baseline",303,0.381,0.318181818181818
"PE_vs_NP","Baseline",303,0.382,0.318181818181818
"PE_vs_NP","Baseline",303,0.383,0.318181818181818
"PE_vs_NP","Baseline",303,0.384,0.318181818181818
"PE_vs_NP","Baseline",303,0.385,0.318181818181818
"PE_vs_NP","Baseline",303,0.386,0.318181818181818
"PE_vs_NP","Baseline",303,0.387,0.318181818181818
"PE_vs_NP","Baseline",303,0.388,0.318181818181818
"PE_vs_NP","Baseline",303,0.389,0.318181818181818
"PE_vs_NP","Baseline",303,0.39,0.318181818181818
"PE_vs_NP","Baseline",303,0.391,0.318181818181818
"PE_vs_NP","Baseline",303,0.392,0.318181818181818
"PE_vs_NP","Baseline",303,0.393,0.318181818181818
"PE_vs_NP","Baseline",303,0.394,0.318181818181818
"PE_vs_NP","Baseline",303,0.395,0.318181818181818
"PE_vs_NP","Baseline",303,0.396,0.318181818181818
"PE_vs_NP","Baseline",303,0.397,0.318181818181818
"PE_vs_NP","Baseline",303,0.398,0.318181818181818
"PE_vs_NP","Baseline",303,0.399,0.318181818181818
"PE_vs_NP","Baseline",303,0.4,0.318181818181818
"PE_vs_NP","Baseline",303,0.401,0.318181818181818
"PE_vs_NP","Baseline",303,0.402,0.318181818181818
"PE_vs_NP","Baseline",303,0.403,0.318181818181818
"PE_vs_NP","Baseline",303,0.404,0.318181818181818
"PE_vs_NP","Baseline",303,0.405,0.318181818181818
"PE_vs_NP","Baseline",303,0.406,0.318181818181818
"PE_vs_NP","Baseline",303,0.407,0.318181818181818
"PE_vs_NP","Baseline",303,0.408,0.318181818181818
"PE_vs_NP","Baseline",303,0.409,0.318181818181818
"PE_vs_NP","Baseline",303,0.41,0.318181818181818
"PE_vs_NP","Baseline",303,0.411,0.318181818181818
"PE_vs_NP","Baseline",303,0.412,0.318181818181818
"PE_vs_NP","Baseline",303,0.413,0.318181818181818
"PE_vs_NP","Baseline",303,0.414,0.318181818181818
"PE_vs_NP","Baseline",303,0.415,0.318181818181818
"PE_vs_NP","Baseline",303,0.416,0.318181818181818
